id,split,training_eligible,exclusion_reason,source,source_id,category,input_text,target_text,part_of_speech,variants,quality_status
wiktionary-00101,test,true,,wiktionary,101,lexicon,ай,(Kfar Kama Shapsug dialect) yes,noun,ай,accepted
wiktionary-00102,train,true,,wiktionary,102,lexicon,акул,shark,noun,акул | акулэр | акулэкӏэ | акулэхыу | акулэ | акулэхэр | акулыу | акулэм | акулэхэ | акулэхэкӏэ | акулэхэмэ | акулэхэм,accepted
wiktionary-00103,train,true,,wiktionary,103,lexicon,акъужъ,wind (southern),noun,акъужъ | акъужъэхэ | акъужъэхэр | акъужъэхэмэ | акъужъэкӏэ | акъужъыу | акъужъэхыу | акъужъэхэм | акъужъэхэкӏэ | акъужъэр | акъужъэм | акъужъэ,accepted
wiktionary-00104,train,true,,wiktionary,104,lexicon,акъуш,bear cub,noun,акъуш | акъушэхэр | акъушэкӏэ | акъушэхэмэ | акъушэ | акъушыу | акъушэхэкӏэ | акъушэхэм | акъушэхыу | акъушэр | акъушэм | акъушэхэ,accepted
wiktionary-00105,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,105,lexicon,акъыл,"smart, intelligent ; brain",adj | noun,акъыл | акъылэхэ | акъылэм | акъылэхэмэ | акъылэхэм | акъылэхэкӏэ | акъылыу | акъылэхыу | акъылэ | акъылэр | акъылэхэр | акъылэкӏэ,accepted
wiktionary-00106,train,true,,wiktionary,106,lexicon,акъылыгъу,reasonable,adj,акъылыгъу,accepted
wiktionary-00107,train,true,,wiktionary,107,lexicon,ал,expresses an order with a touch of threat,intj,ал,accepted
wiktionary-00108,train,true,,wiktionary,108,lexicon,алашэ,drawing horse,noun,алашэ | алашээм | алашээхэр | алашээ | алашээхэ | алашээхэмэ | алашээхэм | алашээхыу | алашэыу | алашээкӏэ | алашээр | алашээхэкӏэ,accepted
wiktionary-00109,train,true,,wiktionary,109,lexicon,алмэстышъхьэц,"ivy, lablab",noun,алмэстышъхьэц | алмэстышъхьэцэр | алмэстышъхьэцэхэм | алмэстышъхьэцэкӏэ | алмэстышъхьэцэхэ | алмэстышъхьэцыу | алмэстышъхьэцэм | алмэстышъхьэцэхэмэ | алмэстышъхьэцэхэр | алмэстышъхьэцэ | алмэстышъхьэцэхыу | алмэстышъхьэцэхэкӏэ,accepted
wiktionary-00110,test,true,,wiktionary,110,lexicon,алтэс,Atlas silk,noun,алтэс | алтэсэм | алтэсэкӏэ | алтэсэхэр | алтэсэхэм | алтэсэхыу | алтэсыу | алтэсэр | алтэсэ | алтэсэхэмэ | алтэсэхэкӏэ | алтэсэхэ,accepted
wiktionary-00111,test,true,,wiktionary,111,lexicon,алыркъэб,pumpkin,noun,алыркъэб | алыркъэбэхэ | алыркъэбэхэкӏэ | алыркъэбэм | алыркъэбэ | алыркъэбэхэм | алыркъэбэхэр | алыркъэбэр | алыркъэбэхыу | алыркъэбэкӏэ | алыркъэбэхэмэ | алыркъэбыу,accepted
wiktionary-00112,train,true,,wiktionary,112,lexicon,алырэгъу,carpet ; rug,noun,алырэгъу | алырэгъуэхэмэ | алырэгъуыу | алырэгъуэкӏэ | алырэгъуэм | алырэгъуэ | алырэгъуэхэкӏэ | алырэгъуэхэм | алырэгъуэхэ | алырэгъухыу | алырэгъуэхэр | алырэгъуэр,accepted
wiktionary-00113,train,true,,wiktionary,113,lexicon,алырэгъушӏ,carpet maker,noun,алырэгъушӏ | алырэгъушӏэм | алырэгъушӏыу | алырэгъушӏэкӏэ | алырэгъушӏэхэмэ | алырэгъушӏэхэкӏэ | алырэгъушӏэр | алырэгъушӏэхыу | алырэгъушӏэхэр | алырэгъушӏэхэм | алырэгъушӏэ | алырэгъушӏэхэ,accepted
wiktionary-00114,validation,true,,wiktionary,114,lexicon,алэдышъ,diamond (brilliant),noun,алэдышъ | алэдышъэхэкӏэ | алэдышъэхэм | алэдышъыу | алэдышъэхэр | алэдышъэкӏэ | алэдышъэм | алэдышъэхэ | алэдышъэхыу | алэдышъэхэмэ | алэдышъэ | алэдышъэр,accepted
wiktionary-00115,test,true,,wiktionary,115,lexicon,амал,"method; ability; the mean to do something; a way to do something ; help, assistance, aid ; hope",noun,амал | амалэ | амалэхэм | амалэр | амалэхэр | амалэхэмэ | амалэм | амалэхыу | амалэхэ | амалэкӏэ | амалэхэкӏэ | амалыу,accepted
wiktionary-00116,train,true,,wiktionary,116,lexicon,амдэз,ablution (with Muslims),noun,амдэз | амдэзэхэмэ | амдэзэкӏэ | амдэзэхыу | амдэзэхэм | амдэзэхэр | амдэзэхэ | амдэзэр | амдэзэм | амдэзэхэкӏэ | амдэзыу | амдэзэ,accepted
wiktionary-00117,train,true,,wiktionary,117,lexicon,амкӏышъ,nightingale (a bird),noun,амкӏышъ | амкӏышъэхэм | амкӏышъэхыу | амкӏышъэхэкӏэ | амкӏышъэм | амкӏышъыу | амкӏышъэр | амкӏышъэхэмэ | амкӏышъэкӏэ | амкӏышъэхэ | амкӏышъэ | амкӏышъэхэр,accepted
wiktionary-00118,train,true,,wiktionary,118,lexicon,амру,or rather,adv,амру,accepted
wiktionary-00119,train,true,,wiktionary,119,lexicon,амылкъан,white cotton cloth,noun,амылкъан | амылкъанэр | амылкъаныу | амылкъанэм | амылкъанэхэр | амылкъанэхэмэ | амылкъанэхэ | амылкъанэхыу | амылкъанэкӏэ | амылкъанэ | амылкъанэхэм | амылкъанэхэкӏэ,accepted
wiktionary-00120,test,true,,wiktionary,120,lexicon,амырми,even if not (can be used like either way),adv,амырми | амэрми,accepted
wiktionary-00121,train,true,,wiktionary,121,lexicon,амырмэ,if not (can be used like or else),adv,амырмэ | амэрмэ,accepted
wiktionary-00122,train,true,,wiktionary,122,lexicon,амышӏэр,"unknown, unseen",noun,амышӏэр | амышӏэрэхэм | амышӏэрэр | амышӏэрэхэ | амышӏэрыу | амышӏэрэхыу | амышӏэрэхэмэ | амышӏэрэм | амышӏэрэ | амышӏэрэкӏэ | амышӏэрэхэр | амышӏэрэхэкӏэ,accepted
wiktionary-00123,train,true,,wiktionary,123,lexicon,амэ,if that ; an expression of anger,adv | intj,амэ,accepted
wiktionary-00124,train,true,,wiktionary,124,lexicon,анай,"maple, Maple tree",noun,анай | анайэкӏэ | анайэр | анайэхэмэ | анайыу | анайэхэм | анайэхэ | анайэхыу | анайэм | анайэхэр | анайэхэкӏэ | анайэ,accepted
wiktionary-00125,train,true,,wiktionary,125,lexicon,ананас,pineapple,noun,ананас | ананасэкӏэ | ананасэхэр | ананасэ | ананасэхыу | ананасэхэмэ | ананасэм | ананасэхэкӏэ | ананасэхэм | ананасэхэ | ананасыу | ананасэр,accepted
wiktionary-00126,excluded_benchmark_overlap,false,exact_normalized_input_target_or_variant_overlap_with_benchmark,wiktionary,126,lexicon,анахь,most,adv,анахь | анэхь,accepted
wiktionary-00127,test,true,,wiktionary,127,lexicon,анахьэу щыт,"bestest, very best; most best",adj,анахьэу щыт,accepted
wiktionary-00128,train,true,,wiktionary,128,lexicon,анджэрэф,broomcorn,noun,анджэрэф | анджэрэфэм | анджэрэфэхэр | анджэрэфэхэм | анджэрэфыу | анджэрэфэ | анджэрэфэхэ | анджэрэфэр | анджэрэфэкӏэ | анджэрэфэхэкӏэ | анджэрэфэхэмэ | анджэрэфэхыу,accepted
wiktionary-00129,train,true,,wiktionary,129,lexicon,анджэрэф шъоу,sugarcane,noun,анджэрэф шъоу | анджэрэф шъоуэхэм | анджэрэф шъоуыу | анджэрэф шъоуэхэкӏэ | анджэрэф шъоуэхэр | анджэрэф шъоуэкӏэ | анджэрэф шъоуэ | анджэрэф шъоуэхэмэ | анджэрэф шъоуэм | анджэрэф шъоуэр | анджэрэф шъоухыу | анджэрэф шъоуэхэ,accepted
wiktionary-00130,train,true,,wiktionary,130,lexicon,анезе,sail,noun,анезе | анезехэм | анезехыу | анезекӏэ | анезехэр | анезем | анезехэ | анезер | анезеу | анезехэмэ | анезехэкӏэ,accepted
wiktionary-00131,train,true,,wiktionary,131,lexicon,анезечъыг,mast,noun,анезечъыг | анезечъыгэхэм | анезечъыгэхэр | анезечъыгэхэ | анезечъыгэм | анезечъыгэхэкӏэ | анезечъыгэхыу | анезечъыгэкӏэ | анезечъыгэ | анезечъыгыу | анезечъыгэр | анезечъыгэхэмэ,accepted
wiktionary-00132,train,true,,wiktionary,132,lexicon,антыр,"clematis, jasmine",noun,антыр | антырэм | антырэхэм | антырэхэр | антырэ | антырэкӏэ | антырэхэкӏэ | антырыу | антырэхэ | антырэхэмэ | антырэхыу | антырэр,accepted
wiktionary-00133,train,true,,wiktionary,133,lexicon,анэбзыу,blackbird,noun,анэбзыу | анэбзыуэхэм | анэбзыуэм | анэбзыуэр | анэбзыуэхэр | анэбзыуэкӏэ | анэбзыуэхэмэ | анэбзыуэ | анэбзыуэхэкӏэ | анэбзыуэхыу | анэбзыуэхэ | анэбзыуыу,accepted
wiktionary-00134,train,true,,wiktionary,134,lexicon,анэбзэ,mother's language,noun,анэбзэ | анэбзэхэ | анэбзэхэкӏэ | анэбзэхэр | анэбзэм | анэбзэхэм | анэбзэу | анэбзэр | анэбзэхыу | анэбзэкӏэ | анэбзэхэмэ,accepted
wiktionary-00135,train,true,,wiktionary,135,lexicon,анэдэлъфыбзэ,mother's language,noun,анэдэлъфыбзэ | анэдэлъфыбзэкӏэ | анэдэлъфыбзэхэм | анэдэлъфыбзэм | анэдэлъфыбзэр | анэдэлъфыбзэхэмэ | анэдэлъфыбзэу | анэдэлъфыбзэхэр | анэдэлъфыбзэхэкӏэ | анэдэлъфыбзэхыу | анэдэлъфыбзэхэ,accepted
wiktionary-00136,train,true,,wiktionary,136,lexicon,анэл,"birthmark, mole, melanism, nevus (naevus) (dark spot on the skin)",noun,анэл | анэлэхэр | анэлэ | анэлэхэмэ | анэлэр | анэлэкӏэ | анэлэхэкӏэ | анэлэхэ | анэлэм | анэлыу | анэлэхыу | анэлэхэм,accepted
wiktionary-00137,test,true,,wiktionary,137,lexicon,анэу,partridge (Bird),noun,анэу | анэуэхэмэ | анэуэкӏэ | анэуэхэр | анэуыу | анэуэм | анэуэр | анэуэхэм | анэуэхэкӏэ | анэухыу | анэуэ | анэуэхэ,accepted
wiktionary-00138,train,true,,wiktionary,138,lexicon,анэш,uncle (Mother's brother),noun,анэш,accepted
wiktionary-00139,train,true,,wiktionary,139,lexicon,анэшыпхъу,aunt (Mother's sister),noun,анэшыпхъу,accepted
wiktionary-00140,train,true,,wiktionary,140,lexicon,апкӏмыжъ,crystal rock,noun,апкӏмыжъ | апкӏмыжъэкӏэ | апкӏмыжъэхэм | апкӏмыжъэхыу | апкӏмыжъэхэ | апкӏмыжъэхэмэ | апкӏмыжъэм | апкӏмыжъэ | апкӏмыжъыу | апкӏмыжъэхэр | апкӏмыжъэхэкӏэ | апкӏмыжъэр,accepted
wiktionary-00141,train,true,,wiktionary,141,lexicon,апкӏхалъхь,glass installer,noun,апкӏхалъхь | апкӏхалъхьэхыу | апкӏхалъхьэхэ | апкӏхалъхьэхэм | апкӏхалъхьэ | апкӏхалъхьыу | апкӏхалъхьэкӏэ | апкӏхалъхьэм | апкӏхалъхьэхэкӏэ | апкӏхалъхьэхэр | апкӏхалъхьэхэмэ | апкӏхалъхьэр,accepted
wiktionary-00142,validation,true,,wiktionary,142,lexicon,апкӏхьэн,lens,noun,апкӏхьэн | апкӏхьэнэм | апкӏхьэнэхэм | апкӏхьэнэкӏэ | апкӏхьэныу | апкӏхьэнэхэкӏэ | апкӏхьэнэхэр | апкӏхьэнэхэ | апкӏхьэнэхыу | апкӏхьэнэр | апкӏхьэнэ | апкӏхьэнэхэмэ,accepted
wiktionary-00143,train,true,,wiktionary,143,lexicon,апкӏшъхьэтэт,lamp,noun,апкӏшъхьэтэт | апкӏшъхьэтэтэм | апкӏшъхьэтэтэр | апкӏшъхьэтэтэхэмэ | апкӏшъхьэтэтэхэм | апкӏшъхьэтэтэхэ | апкӏшъхьэтэтэкӏэ | апкӏшъхьэтэтэ | апкӏшъхьэтэтэхэр | апкӏшъхьэтэтэхэкӏэ | апкӏшъхьэтэтыу | апкӏшъхьэтэтэхыу,accepted
wiktionary-00144,validation,true,,wiktionary,144,lexicon,апс,"dish, plate, saucer",noun,апс | апсэхэкӏэ | апсэхэм | апсэм | апсэхэ | апсэ | апсэхэмэ | апсэкӏэ | апсыу | апсэр | апсэхэр | апсэхыу,accepted
wiktionary-00145,train,true,,wiktionary,145,lexicon,апскурб,bowl,noun,апскурб | апскурбэхэмэ | апскурбэр | апскурбэм | апскурбэхыу | апскурбэхэм | апскурбэ | апскурбыу | апскурбэкӏэ | апскурбэхэкӏэ | апскурбэхэр | апскурбэхэ,accepted
wiktionary-00146,train,true,,wiktionary,146,lexicon,апхъурэлъф,firstborn ; firstling,noun,апхъурэлъф,accepted
wiktionary-00147,test,true,,wiktionary,147,lexicon,апч,glass,noun,апч | апкьэхэр | апчэхэм | апчэхэмэ | апчэхэ | апчэр | апкьыу | апчэхэр | апкьэр | апкьэхэкӏэ | апкьэхэ | апкьэхыу | апкьэм | апчыу | апчэм | апчэ | апкьэкӏэ | апкьэхэмэ | апчэкӏэ | апкьэхэм | апкь | апкьэ | апчэхыу | апчэхэкӏэ,accepted
wiktionary-00148,train,true,,wiktionary,148,lexicon,апшъ,wrist,noun,апшъ | апшъыу | апшъэхэмэ | апшъэм | апшъэхэм | апшъэхыу | апшъэхэ | апшъэкӏэ | апшъэхэкӏэ | апшъэ | апшъэр | апшъэхэр,accepted
wiktionary-00149,train,true,,wiktionary,149,lexicon,апшъышъ,"oh my god, oh my gosh ; Apshash (a Circassian god)",adv | noun,апшъышъ | апшъышъэхэр | апшъышъэхэм | апшъышъэр | апшъышъэхэ | апшъышъэхэмэ | апшъышъэм | апшъышъэхэкӏэ | апшъышъэхыу | апшъышъэ | апшъышъыу | апшъышъэкӏэ,accepted
wiktionary-00150,test,true,,wiktionary,150,lexicon,апшъэр,"highest; supreme, high (dominant)",adj,апшъэр | апшъэрэм | апшъэрэ | апшъэрэхэр | апшъэрыу | апшъэрэкӏэ | апшъэрэхэ | апшъэрэр | апшъэрэхэм | апшъэрэхыу | апшъэрэхэмэ | апшъэрэхэкӏэ,accepted
